Event1    	Event2    	Tree      	Model	lnML          	ML            	mu1 	mu1star	nu1 	nu1star	mu2 	mu2star	nu2 	nu2star
59        	116       	1         	I    	-183.6670952983	1.7155e-80    	10.543	10.543	19.568	19.568	2.8575	2.8575	47.689	47.689
59        	117       	1         	I    	-183.6670952983	1.7155e-80    	10.543	10.543	19.568	19.568	2.8575	2.8575	47.689	47.689
59        	118       	1         	I    	-176.1749626168	3.0774e-77    	10.544	10.544	19.568	19.568	3.2539	3.2539	37.535	37.535
4         	60        	1         	I    	-40.9809733868	1.5929e-18    	1.0292	1.0292	0   	0   	9.6562	9.6562	0   	0   
21        	60        	1         	I    	-40.9809733868	1.5929e-18    	1.0292	1.0292	0   	0   	9.6562	9.6562	0   	0   
57        	60        	1         	I    	-41.3407051767	1.1116e-18    	1.0149	1.0149	0   	0   	9.6497	9.6497	0   	0   
58        	60        	1         	I    	-41.3407051767	1.1116e-18    	1.0149	1.0149	0   	0   	9.6497	9.6497	0   	0   
61        	62        	1         	I    	-10.4202983956	2.9821e-05    	1.0459	1.0459	0   	0   	1.0532	1.0532	0   	0   
61        	78        	1         	I    	-16.1019142404	1.0163e-07    	1.0459	1.0459	0   	0   	2.1672	2.1672	0   	0   
62        	78        	1         	I    	-16.1019142404	1.0163e-07    	1.0459	1.0459	0   	0   	2.1672	2.1672	0   	0   
44        	63        	1         	I    	-94.2142455786	1.2114e-41    	13.394	13.394	5.5942	5.5942	9.6791	9.6791	15.941	15.941
63        	64        	1         	I    	-105.0745646717	2.3265e-46    	9.0748	9.0748	16.432	16.432	9.9294	9.9294	15.771	15.771
63        	65        	1         	I    	-105.0700824200	2.3369e-46    	10.019	10.019	15.702	15.702	9.0017	9.0017	16.498	16.498
63        	66        	1         	I    	-105.0739481529	2.3279e-46    	9.9425	9.9425	15.753	15.753	9.0639	9.0639	16.442	16.442
63        	67        	1         	I    	-105.0727287264	2.3307e-46    	9.0432	9.0432	16.461	16.461	9.9676	9.9676	15.736	15.736
63        	80        	1         	I    	-59.1145028966	2.1227e-26    	9.3961	9.3961	16.159	16.159	2.0186	2.0186	0   	0   
63        	81        	1         	I    	-59.1145028966	2.1227e-26    	9.3961	9.3961	16.159	16.159	2.0186	2.0186	0   	0   
