Event1    	Event2    	Tree      	Model	lnML          	ML            	mu1 	mu1star	nu1 	nu1star	mu2 	mu2star	nu2 	nu2star
66        	67        	1         	A    	-48.5924301481	7.8809e-22    	9.5148	9.5148	16.065	16.065	0   	1000	0   	1000
66        	80        	1         	A    	-57.9616209934	6.7234e-26    	9.3973	9.3973	16.158	16.158	11.686	1.1047	0   	0   
66        	81        	1         	A    	-57.9616209934	6.7234e-26    	9.3973	9.3973	16.158	16.158	11.686	1.1047	0   	0   
66        	82        	1         	A    	-57.9616209934	6.7234e-26    	9.3973	9.3973	16.158	16.158	11.686	1.1047	0   	0   
44        	67        	1         	A    	-94.1595636560	1.2794e-41    	13.351	13.351	5.6798	5.6798	9.7849	0   	16.003	0   
67        	80        	1         	A    	-57.9616209934	6.7234e-26    	9.3973	9.3973	16.158	16.158	11.686	1.1047	0   	0   
67        	81        	1         	A    	-57.9616209934	6.7234e-26    	9.3973	9.3973	16.158	16.158	11.686	1.1047	0   	0   
67        	82        	1         	A    	-57.9616209934	6.7234e-26    	9.3973	9.3973	16.158	16.158	11.686	1.1047	0   	0   
68        	69        	1         	A    	-11.7256636251	8.0837e-06    	2.072	2.072	0   	0   	0   	1000	0   	0   
68        	70        	1         	A    	-11.7256636251	8.0837e-06    	2.072	2.072	0   	0   	0   	1000	0   	0   
68        	71        	1         	A    	-11.7256636251	8.0837e-06    	2.072	2.072	0   	0   	0   	1000	0   	0   
68        	72        	1         	A    	-11.7256636251	8.0837e-06    	2.072	2.072	0   	0   	0   	1000	0   	0   
68        	73        	1         	A    	-11.7256636251	8.0837e-06    	2.072	2.072	0   	0   	0   	1000	0   	0   
68        	74        	1         	A    	-11.7256636251	8.0837e-06    	2.072	2.072	0   	0   	0   	1000	0   	0   
68        	75        	1         	A    	-11.7256636251	8.0837e-06    	2.072	2.072	0   	0   	0   	1000	0   	0   
68        	76        	1         	A    	-11.7256636251	8.0837e-06    	2.072	2.072	0   	0   	0   	1000	0   	0   
68        	77        	1         	A    	-11.7256636251	8.0837e-06    	2.072	2.072	0   	0   	0   	1000	0   	0   
68        	78        	1         	A    	-16.4786915562	6.9726e-08    	2.071	2.071	0   	0   	1.08	1000	0   	0   
69        	70        	1         	A    	-11.7256636251	8.0837e-06    	2.072	2.072	0   	0   	0   	1000	0   	0   
