Event1    	Event2    	Tree      	Model	lnML          	ML            	mu1 	mu1star	nu1 	nu1star	mu2 	mu2star	nu2 	nu2star
79        	81        	1         	L    	-11.4522312178	1.0626e-05    	0   	179.82	0   	0   	2.0186	-   	0   	-0  
79        	82        	1         	L    	-11.4522312178	1.0626e-05    	0   	179.82	0   	0   	2.0186	-   	0   	-0  
79        	83        	1         	L    	-5.8544483321 	0.0028671     	1.0052	-   	0   	-0  	0   	1000	0   	0   
79        	84        	1         	L    	-5.8544483321 	0.0028671     	1.0052	-   	0   	-0  	0   	1000	0   	0   
80        	81        	1         	L    	-10.2959852147	3.3768e-05    	2.0204	-   	0   	-0  	0   	1000	0   	0   
80        	82        	1         	L    	-10.2959852147	3.3768e-05    	2.0204	-   	0   	-0  	0   	1000	0   	0   
80        	83        	1         	L    	-11.4522312178	1.0626e-05    	2.0186	-   	0   	-0  	0   	179.82	0   	0   
80        	84        	1         	L    	-11.4522312178	1.0626e-05    	2.0186	-   	0   	-0  	0   	179.82	0   	0   
80        	103       	1         	L    	-11.4993812865	1.0136e-05    	2.0189	-   	0   	-0  	0   	164.87	0   	0   
81        	82        	1         	L    	-10.2959852147	3.3768e-05    	2.0204	-   	0   	-0  	0   	1000	0   	0   
81        	83        	1         	L    	-11.4522312178	1.0626e-05    	2.0186	-   	0   	-0  	0   	179.82	0   	0   
81        	84        	1         	L    	-11.4522312178	1.0626e-05    	2.0186	-   	0   	-0  	0   	179.82	0   	0   
81        	103       	1         	L    	-11.4993812865	1.0136e-05    	2.0189	-   	0   	-0  	0   	164.87	0   	0   
82        	83        	1         	L    	-11.4522312178	1.0626e-05    	2.0186	-   	0   	-0  	0   	179.82	0   	0   
82        	84        	1         	L    	-11.4522312178	1.0626e-05    	2.0186	-   	0   	-0  	0   	179.82	0   	0   
82        	103       	1         	L    	-11.4993812865	1.0136e-05    	2.0189	-   	0   	-0  	0   	164.87	0   	0   
83        	84        	1         	L    	-5.8544483321 	0.0028671     	1.0052	-   	0   	-0  	0   	1000	0   	0   
85        	86        	1         	L    	-73.2195220428	1.5892e-32    	12.143	1000	9.6059	791.06	3.6585	5.6893	9.8239	15.277
85        	87        	1         	L    	-73.2195220428	1.5892e-32    	12.143	1000	9.6059	791.06	3.6585	5.6893	9.8239	15.277
85        	88        	1         	L    	-61.4068265401	2.1446e-27    	16.17	-   	11.277	-   	0   	1000	0   	1000
26        	86        	1         	L    	-25.5027121303	8.4006e-12    	1.1177	0   	0   	0   	3.3408	1000	9.8914	1000
27        	86        	1         	L    	-25.5027121303	8.4006e-12    	1.1177	0   	0   	0   	3.3408	1000	9.8914	1000
28        	86        	1         	L    	-25.5027121303	8.4006e-12    	1.1177	0   	0   	0   	3.3408	1000	9.8914	1000
86        	87        	1         	L    	-24.5763618097	2.1214e-11    	4.459	-   	9.7152	-   	0   	1000	0   	1000
86        	88        	1         	L    	-73.2195220428	1.5892e-32    	3.6585	5.6893	9.8239	15.277	12.143	1000	9.6059	791.06
26        	87        	1         	L    	-25.5027121303	8.4006e-12    	1.1177	0   	0   	0   	3.3408	1000	9.8914	1000
27        	87        	1         	L    	-25.5027121303	8.4006e-12    	1.1177	0   	0   	0   	3.3408	1000	9.8914	1000
28        	87        	1         	L    	-25.5027121303	8.4006e-12    	1.1177	0   	0   	0   	3.3408	1000	9.8914	1000
87        	88        	1         	L    	-73.2195220428	1.5892e-32    	3.6585	5.6893	9.8239	15.277	12.143	1000	9.6059	791.06
51        	89        	1         	L    	-57.4315862923	1.1423e-25    	11.538	0   	14.037	0   	1.3017	18.22	0   	0   
80        	89        	1         	L    	-27.1408448248	1.6326e-12    	2.1546	0   	0   	0   	3.2318	163.96	0   	0   
81        	89        	1         	L    	-27.1408448248	1.6326e-12    	2.1546	0   	0   	0   	3.2318	163.96	0   	0   
82        	89        	1         	L    	-27.1408448248	1.6326e-12    	2.1546	0   	0   	0   	3.2318	163.96	0   	0   
89        	90        	1         	L    	-20.1858018914	1.7117e-09    	4.2931	-   	0   	-0  	0   	1000	0   	0   
89        	91        	1         	L    	-20.1858018914	1.7117e-09    	4.2931	-   	0   	-0  	0   	1000	0   	0   
89        	92        	1         	L    	-20.1858018914	1.7117e-09    	4.2931	-   	0   	-0  	0   	1000	0   	0   
89        	103       	1         	L    	-21.5591994337	4.3347e-10    	3.2162	1000	0   	0   	1.0721	0   	0   	0   
51        	90        	1         	L    	-57.4315862923	1.1423e-25    	11.538	0   	14.037	0   	1.3017	18.22	0   	0   
80        	90        	1         	L    	-27.1408448248	1.6326e-12    	2.1546	0   	0   	0   	3.2318	163.96	0   	0   
81        	90        	1         	L    	-27.1408448248	1.6326e-12    	2.1546	0   	0   	0   	3.2318	163.96	0   	0   
82        	90        	1         	L    	-27.1408448248	1.6326e-12    	2.1546	0   	0   	0   	3.2318	163.96	0   	0   
90        	91        	1         	L    	-20.1858018914	1.7117e-09    	4.2931	-   	0   	-0  	0   	1000	0   	0   
90        	92        	1         	L    	-20.1858018914	1.7117e-09    	4.2931	-   	0   	-0  	0   	1000	0   	0   
90        	103       	1         	L    	-21.5591994337	4.3347e-10    	3.2162	1000	0   	0   	1.0721	0   	0   	0   
51        	91        	1         	L    	-57.4315862923	1.1423e-25    	11.538	0   	14.037	0   	1.3017	18.22	0   	0   
80        	91        	1         	L    	-27.1408448248	1.6326e-12    	2.1546	0   	0   	0   	3.2318	163.96	0   	0   
81        	91        	1         	L    	-27.1408448248	1.6326e-12    	2.1546	0   	0   	0   	3.2318	163.96	0   	0   
82        	91        	1         	L    	-27.1408448248	1.6326e-12    	2.1546	0   	0   	0   	3.2318	163.96	0   	0   
91        	92        	1         	L    	-20.1858018914	1.7117e-09    	4.2931	-   	0   	-0  	0   	1000	0   	0   
91        	103       	1         	L    	-21.5591994337	4.3347e-10    	3.2162	1000	0   	0   	1.0721	0   	0   	0   
