Event1	Event2	Model1	Model2	LRT	Pvalue	combinedModels	df
101	115	I	A	0	1	IA	1
101	115	I	B	0.0201622796000152	0.8871	IB	1
101	115	I	L	0.0201622796000152	0.99	IL	2
101	115	A	L	0.0201622796000152	0.8871	AL	1
101	115	B	L	0	1	BL	1
101	116	i	a	0	1	ia	1
101	116	i	b	0.675705401199991	0.4111	ib	1
101	116	i	l	0.675705401199991	0.7133	il	2
101	116	i	I	20.383797056	3.747e-05	iI	2
101	116	a	l	0.675705401199991	0.4111	al	1
101	116	a	A	20.383797056	3.747e-05	aA	2
101	116	b	l	0	1	bl	1
101	116	b	B	19.7282539344	5.201e-05	bB	2
101	116	l	L	19.7282539344	5.201e-05	lL	2
101	116	I	A	0	1	IA	1
101	116	I	B	0.0201622796000152	0.8871	IB	1
101	116	I	L	0.0201622796000152	0.99	IL	2
101	116	A	L	0.0201622796000152	0.8871	AL	1
101	116	B	L	0	1	BL	1
101	117	i	a	0	1	ia	1
101	117	i	b	0.675705401199991	0.4111	ib	1
101	117	i	l	0.675705401199991	0.7133	il	2
101	117	i	I	20.383797056	3.747e-05	iI	2
101	117	a	l	0.675705401199991	0.4111	al	1
101	117	a	A	20.383797056	3.747e-05	aA	2
101	117	b	l	0	1	bl	1
101	117	b	B	19.7282539344	5.201e-05	bB	2
101	117	l	L	19.7282539344	5.201e-05	lL	2
101	117	I	A	0	1	IA	1
101	117	I	B	0.0201622796000152	0.8871	IB	1
101	117	I	L	0.0201622796000152	0.99	IL	2
101	117	A	L	0.0201622796000152	0.8871	AL	1
101	117	B	L	0	1	BL	1
101	118	i	a	0	1	ia	1
101	118	i	b	0.675705400999988	0.4111	ib	1
101	118	i	l	0.675705400999988	0.7133	il	2
101	118	i	I	13.5280091912	0.001155	iI	2
101	118	a	l	0.675705400999988	0.4111	al	1
101	118	a	A	13.5280091888	0.001155	aA	2
101	118	b	l	0	1	bl	1
101	118	b	B	12.8724625638	0.001602	bB	2
101	118	l	L	12.8724625638	0.001602	lL	2
101	118	I	A	-2.39998598772218e-09	1	IA	1
101	118	I	B	0.0201587736000022	0.8871	IB	1
101	118	I	L	0.0201587736000022	0.99	IL	2
101	118	A	L	0.0201587759999882	0.8871	AL	1
101	118	B	L	0	1	BL	1
102	105	i	a	0.268117309199994	0.6046	ia	1
102	105	i	b	0.270033793600021	0.6033	ib	1
102	105	i	l	0.538151102600011	0.7641	il	2
102	105	i	I	2.60567820920002	0.2718	iI	2
102	105	a	l	0.270033793400017	0.6033	al	1
102	105	a	A	2.66298931380001	0.2641	aA	2
102	105	b	l	0.26811730899999	0.6046	bl	1
102	105	b	B	2.46852941199998	0.291	bB	2
102	105	l	L	2.5243763032	0.283	lL	2
102	105	I	A	0.325428413799983	0.5684	IA	1
102	105	I	B	0.13288499639998	0.7155	IB	1
102	105	I	L	0.45684919659999	0.7958	IL	2
102	105	A	L	0.131420782800006	0.717	AL	1
102	105	B	L	0.32396420020001	0.5692	BL	1
102	106	i	a	0.268117309199994	0.6046	ia	1
102	106	i	b	0.270033793600021	0.6033	ib	1
102	106	i	l	0.538151102600011	0.7641	il	2
102	106	i	I	2.60567820920002	0.2718	iI	2
102	106	a	l	0.270033793400017	0.6033	al	1
102	106	a	A	2.66298931380001	0.2641	aA	2
102	106	b	l	0.26811730899999	0.6046	bl	1
102	106	b	B	2.46852941199998	0.291	bB	2
102	106	l	L	2.5243763032	0.283	lL	2
102	106	I	A	0.325428413799983	0.5684	IA	1
102	106	I	B	0.13288499639998	0.7155	IB	1
102	106	I	L	0.45684919659999	0.7958	IL	2
102	106	A	L	0.131420782800006	0.717	AL	1
102	106	B	L	0.32396420020001	0.5692	BL	1
102	107	i	a	0.105256432200008	0.7456	ia	1
102	107	i	b	0.270033793599993	0.6033	ib	1
102	107	i	l	0.375290225599997	0.8289	il	2
102	107	i	I	2.22737139980001	0.3283	iI	2
102	107	a	l	0.270033793399989	0.6033	al	1
102	107	a	A	2.57608142659998	0.2758	aA	2
102	107	b	l	0.105256432000004	0.7456	bl	1
102	107	b	B	2.09021721260001	0.3517	bB	2
102	107	l	L	2.4389788206	0.2954	lL	2
102	107	I	A	0.453966458999986	0.5005	IA	1
102	107	I	B	0.132879606399996	0.7155	IB	1
102	107	I	L	0.58689764639999	0.7457	IL	2
102	107	A	L	0.132931187400004	0.7154	AL	1
102	107	B	L	0.454018039999994	0.5004	BL	1
102	108	i	a	0.268117309199994	0.6046	ia	1
102	108	i	b	0.270033793600021	0.6033	ib	1
102	108	i	l	0.538151102600011	0.7641	il	2
102	108	i	I	2.60567820920002	0.2718	iI	2
102	108	a	l	0.270033793400017	0.6033	al	1
102	108	a	A	2.66298931380001	0.2641	aA	2
102	108	b	l	0.26811730899999	0.6046	bl	1
102	108	b	B	2.46852941199998	0.291	bB	2
102	108	l	L	2.5243763032	0.283	lL	2
102	108	I	A	0.325428413799983	0.5684	IA	1
102	108	I	B	0.13288499639998	0.7155	IB	1
102	108	I	L	0.45684919659999	0.7958	IL	2
102	108	A	L	0.131420782800006	0.717	AL	1
102	108	B	L	0.32396420020001	0.5692	BL	1
102	109	i	a	0.105256432200008	0.7456	ia	1
102	109	i	b	0.270033793599993	0.6033	ib	1
102	109	i	l	0.375290225599997	0.8289	il	2
102	109	i	I	2.22737139980001	0.3283	iI	2
102	109	a	l	0.270033793399989	0.6033	al	1
102	109	a	A	2.57608142659998	0.2758	aA	2
102	109	b	l	0.105256432000004	0.7456	bl	1
102	109	b	B	2.09021721260001	0.3517	bB	2
102	109	l	L	2.4389788206	0.2954	lL	2
102	109	I	A	0.453966458999986	0.5005	IA	1
102	109	I	B	0.132879606399996	0.7155	IB	1
102	109	I	L	0.58689764639999	0.7457	IL	2
102	109	A	L	0.132931187400004	0.7154	AL	1
102	109	B	L	0.454018039999994	0.5004	BL	1
102	110	i	a	0.268117309199994	0.6046	ia	1
102	110	i	b	0.270033793600021	0.6033	ib	1
102	110	i	l	0.538151102600011	0.7641	il	2
102	110	i	I	2.60567820920002	0.2718	iI	2
102	110	a	l	0.270033793400017	0.6033	al	1
102	110	a	A	2.66298931380001	0.2641	aA	2
102	110	b	l	0.26811730899999	0.6046	bl	1
102	110	b	B	2.46852941199998	0.291	bB	2
102	110	l	L	2.5243763032	0.283	lL	2
102	110	I	A	0.325428413799983	0.5684	IA	1
102	110	I	B	0.13288499639998	0.7155	IB	1
102	110	I	L	0.45684919659999	0.7958	IL	2
102	110	A	L	0.131420782800006	0.717	AL	1
102	110	B	L	0.32396420020001	0.5692	BL	1
102	111	i	a	0.268117309199994	0.6046	ia	1
102	111	i	b	0.270033793600021	0.6033	ib	1
102	111	i	l	0.538151102600011	0.7641	il	2
102	111	i	I	2.60567820920002	0.2718	iI	2
102	111	a	l	0.270033793400017	0.6033	al	1
102	111	a	A	2.66298931380001	0.2641	aA	2
102	111	b	l	0.26811730899999	0.6046	bl	1
102	111	b	B	2.46852941199998	0.291	bB	2
102	111	l	L	2.5243763032	0.283	lL	2
102	111	I	A	0.325428413799983	0.5684	IA	1
102	111	I	B	0.13288499639998	0.7155	IB	1
102	111	I	L	0.45684919659999	0.7958	IL	2
102	111	A	L	0.131420782800006	0.717	AL	1
102	111	B	L	0.32396420020001	0.5692	BL	1
105	106	i	a	131.3807184918	2.044e-30	ia	1
105	106	i	b	131.3807184918	2.044e-30	ib	1
105	106	i	l	131.3807184918	2.958e-29	il	2
105	106	i	I	3.16615612300001	0.2053	iI	2
105	106	a	l	0	1	al	1
105	106	a	A	4.09970084599999	0.1288	aA	2
105	106	b	l	0	1	bl	1
105	106	b	B	4.09970084599999	0.1288	bB	2
105	106	l	L	4.09970084599999	0.1288	lL	2
105	106	I	A	132.3142632148	1.277e-30	IA	1
105	106	I	B	132.3142632148	1.277e-30	IB	1
105	106	I	L	132.3142632148	1.855e-29	IL	2
105	106	A	L	0	1	AL	1
105	106	B	L	0	1	BL	1
105	107	i	a	114.320296849	1.109e-26	ia	1
105	107	i	b	117.8975229948	1.826e-27	ib	1
105	107	i	l	118.0918936572	2.273e-26	il	2
105	107	i	I	2.83268699919995	0.2426	iI	2
105	107	a	l	3.7715968082	0.05213	al	1
105	107	a	A	4.05116085499998	0.1319	aA	2
105	107	b	l	0.194370662400019	0.6593	bl	1
105	107	b	B	2.16518567759999	0.3387	bB	2
105	107	l	L	2.18814382099998	0.3349	lL	2
105	107	I	A	115.5387707048	5.997e-27	IA	1
105	107	I	B	117.2300216732	2.556e-27	IB	1
105	107	I	L	117.447350479	3.138e-26	IL	2
105	107	A	L	1.90857977420001	0.1671	AL	1
105	107	B	L	0.217328805800008	0.6411	BL	1
105	108	i	a	131.3807184918	2.044e-30	ia	1
105	108	i	b	131.3807184918	2.044e-30	ib	1
105	108	i	l	131.3807184918	2.958e-29	il	2
105	108	i	I	3.16615612300001	0.2053	iI	2
105	108	a	l	0	1	al	1
105	108	a	A	4.09970084599999	0.1288	aA	2
105	108	b	l	0	1	bl	1
105	108	b	B	4.09970084599999	0.1288	bB	2
105	108	l	L	4.09970084599999	0.1288	lL	2
105	108	I	A	132.3142632148	1.277e-30	IA	1
105	108	I	B	132.3142632148	1.277e-30	IB	1
105	108	I	L	132.3142632148	1.855e-29	IL	2
105	108	A	L	0	1	AL	1
105	108	B	L	0	1	BL	1
105	109	i	a	114.320296849	1.109e-26	ia	1
105	109	i	b	117.8975229948	1.826e-27	ib	1
105	109	i	l	118.0918936572	2.273e-26	il	2
105	109	i	I	2.83268699919995	0.2426	iI	2
105	109	a	l	3.7715968082	0.05213	al	1
105	109	a	A	4.05116085499998	0.1319	aA	2
105	109	b	l	0.194370662400019	0.6593	bl	1
105	109	b	B	2.16518567759999	0.3387	bB	2
105	109	l	L	2.18814382099998	0.3349	lL	2
105	109	I	A	115.5387707048	5.997e-27	IA	1
105	109	I	B	117.2300216732	2.556e-27	IB	1
105	109	I	L	117.447350479	3.138e-26	IL	2
105	109	A	L	1.90857977420001	0.1671	AL	1
105	109	B	L	0.217328805800008	0.6411	BL	1
105	110	i	a	131.3807184918	2.044e-30	ia	1
105	110	i	b	131.3807184918	2.044e-30	ib	1
105	110	i	l	131.3807184918	2.958e-29	il	2
105	110	i	I	3.16615612300001	0.2053	iI	2
105	110	a	l	0	1	al	1
105	110	a	A	4.09970084599999	0.1288	aA	2
105	110	b	l	0	1	bl	1
105	110	b	B	4.09970084599999	0.1288	bB	2
105	110	l	L	4.09970084599999	0.1288	lL	2
105	110	I	A	132.3142632148	1.277e-30	IA	1
105	110	I	B	132.3142632148	1.277e-30	IB	1
105	110	I	L	132.3142632148	1.855e-29	IL	2
105	110	A	L	0	1	AL	1
105	110	B	L	0	1	BL	1
105	111	i	a	131.3807184918	2.044e-30	ia	1
105	111	i	b	131.3807184918	2.044e-30	ib	1
105	111	i	l	131.3807184918	2.958e-29	il	2
105	111	i	I	3.16615612300001	0.2053	iI	2
105	111	a	l	0	1	al	1
105	111	a	A	4.09970084599999	0.1288	aA	2
105	111	b	l	0	1	bl	1
105	111	b	B	4.09970084599999	0.1288	bB	2
105	111	l	L	4.09970084599999	0.1288	lL	2
105	111	I	A	132.3142632148	1.277e-30	IA	1
105	111	I	B	132.3142632148	1.277e-30	IB	1
105	111	I	L	132.3142632148	1.855e-29	IL	2
105	111	A	L	0	1	AL	1
105	111	B	L	0	1	BL	1
106	107	i	a	114.320296849	1.109e-26	ia	1
106	107	i	b	117.8975229948	1.826e-27	ib	1
106	107	i	l	118.0918936572	2.273e-26	il	2
106	107	i	I	2.83268699919995	0.2426	iI	2
106	107	a	l	3.7715968082	0.05213	al	1
106	107	a	A	4.05116085499998	0.1319	aA	2
106	107	b	l	0.194370662400019	0.6593	bl	1
106	107	b	B	2.16518567759999	0.3387	bB	2
106	107	l	L	2.18814382099998	0.3349	lL	2
106	107	I	A	115.5387707048	5.997e-27	IA	1
106	107	I	B	117.2300216732	2.556e-27	IB	1
106	107	I	L	117.447350479	3.138e-26	IL	2
106	107	A	L	1.90857977420001	0.1671	AL	1
106	107	B	L	0.217328805800008	0.6411	BL	1
106	108	i	a	131.3807184918	2.044e-30	ia	1
106	108	i	b	131.3807184918	2.044e-30	ib	1
106	108	i	l	131.3807184918	2.958e-29	il	2
106	108	i	I	3.16615612300001	0.2053	iI	2
106	108	a	l	0	1	al	1
106	108	a	A	4.09970084599999	0.1288	aA	2
106	108	b	l	0	1	bl	1
106	108	b	B	4.09970084599999	0.1288	bB	2
106	108	l	L	4.09970084599999	0.1288	lL	2
106	108	I	A	132.3142632148	1.277e-30	IA	1
106	108	I	B	132.3142632148	1.277e-30	IB	1
106	108	I	L	132.3142632148	1.855e-29	IL	2
106	108	A	L	0	1	AL	1
106	108	B	L	0	1	BL	1
106	109	i	a	114.320296849	1.109e-26	ia	1
106	109	i	b	117.8975229948	1.826e-27	ib	1
106	109	i	l	118.0918936572	2.273e-26	il	2
106	109	i	I	2.83421288539995	0.2424	iI	2
106	109	a	l	3.7715968082	0.05213	al	1
106	109	a	A	4.05116085499998	0.1319	aA	2
106	109	b	l	0.194370662400019	0.6593	bl	1
106	109	b	B	2.16518567759999	0.3387	bB	2
106	109	l	L	2.18814382099998	0.3349	lL	2
106	109	I	A	115.5372448186	6.002e-27	IA	1
106	109	I	B	117.228495787	2.558e-27	IB	1
106	109	I	L	117.4458245928	3.14e-26	IL	2
106	109	A	L	1.90857977420001	0.1671	AL	1
106	109	B	L	0.217328805800008	0.6411	BL	1
106	110	i	a	131.3807184918	2.044e-30	ia	1
106	110	i	b	131.3807184918	2.044e-30	ib	1
106	110	i	l	131.3807184918	2.958e-29	il	2
106	110	i	I	3.16615612300001	0.2053	iI	2
106	110	a	l	0	1	al	1
106	110	a	A	4.09970084599999	0.1288	aA	2
106	110	b	l	0	1	bl	1
106	110	b	B	4.09970084599999	0.1288	bB	2
106	110	l	L	4.09970084599999	0.1288	lL	2
106	110	I	A	132.3142632148	1.277e-30	IA	1
106	110	I	B	132.3142632148	1.277e-30	IB	1
106	110	I	L	132.3142632148	1.855e-29	IL	2
106	110	A	L	0	1	AL	1
106	110	B	L	0	1	BL	1
106	111	i	a	131.3807184918	2.044e-30	ia	1
106	111	i	b	131.3807184918	2.044e-30	ib	1
106	111	i	l	131.3807184918	2.958e-29	il	2
106	111	i	I	3.16615612300001	0.2053	iI	2
106	111	a	l	0	1	al	1
106	111	a	A	4.09970084599999	0.1288	aA	2
106	111	b	l	0	1	bl	1
106	111	b	B	4.09970084599999	0.1288	bB	2
106	111	l	L	4.09970084599999	0.1288	lL	2
106	111	I	A	132.3142632148	1.277e-30	IA	1
106	111	I	B	132.3142632148	1.277e-30	IB	1
106	111	I	L	132.3142632148	1.855e-29	IL	2
106	111	A	L	0	1	AL	1
106	111	B	L	0	1	BL	1
107	108	i	a	117.8975229948	1.826e-27	ia	1
107	108	i	b	114.320296849	1.109e-26	ib	1
107	108	i	l	118.0918936572	2.273e-26	il	2
107	108	i	I	2.83268699919995	0.2426	iI	2
107	108	a	l	0.194370662400019	0.6593	al	1
107	108	a	A	2.14091231040001	0.3429	aA	2
107	108	b	l	3.7715968082	0.05213	bl	1
107	108	b	B	4.05116085499998	0.1319	bB	2
107	108	l	L	2.18814382099998	0.3349	lL	2
107	108	I	A	117.205748306	2.588e-27	IA	1
107	108	I	B	115.5387707048	5.997e-27	IB	1
107	108	I	L	117.447350479	3.138e-26	IL	2
107	108	A	L	0.24160217299999	0.6231	AL	1
107	108	B	L	1.90857977420001	0.1671	BL	1
107	109	i	a	125.3593849902	4.246e-29	ia	1
107	109	i	b	125.3593849902	4.246e-29	ib	1
107	109	i	l	125.3593849902	6.006e-28	il	2
107	109	i	I	2.42570690420001	0.2973	iI	2
107	109	a	l	0	1	al	1
107	109	a	A	3.70654477799999	0.1567	aA	2
107	109	b	l	0	1	bl	1
107	109	b	B	3.70654477799999	0.1567	bB	2
107	109	l	L	3.70654477799999	0.1567	lL	2
107	109	I	A	126.640222864	2.227e-29	IA	1
107	109	I	B	126.640222864	2.227e-29	IB	1
107	109	I	L	126.640222864	3.165e-28	IL	2
107	109	A	L	0	1	AL	1
107	109	B	L	0	1	BL	1
107	110	i	a	117.8975229948	1.826e-27	ia	1
107	110	i	b	114.320296849	1.109e-26	ib	1
107	110	i	l	118.0918936572	2.273e-26	il	2
107	110	i	I	2.83268699919995	0.2426	iI	2
107	110	a	l	0.194370662400019	0.6593	al	1
107	110	a	A	2.14091231040001	0.3429	aA	2
107	110	b	l	3.7715968082	0.05213	bl	1
107	110	b	B	4.05116085499998	0.1319	bB	2
107	110	l	L	2.18814382099998	0.3349	lL	2
107	110	I	A	117.205748306	2.588e-27	IA	1
107	110	I	B	115.5387707048	5.997e-27	IB	1
107	110	I	L	117.447350479	3.138e-26	IL	2
107	110	A	L	0.24160217299999	0.6231	AL	1
107	110	B	L	1.90857977420001	0.1671	BL	1
107	111	i	a	117.8975229948	1.826e-27	ia	1
107	111	i	b	114.320296849	1.109e-26	ib	1
107	111	i	l	118.0918936572	2.273e-26	il	2
107	111	i	I	2.83268699919995	0.2426	iI	2
107	111	a	l	0.194370662400019	0.6593	al	1
107	111	a	A	2.14091231040001	0.3429	aA	2
107	111	b	l	3.7715968082	0.05213	bl	1
107	111	b	B	4.05116085499998	0.1319	bB	2
107	111	l	L	2.18814382099998	0.3349	lL	2
107	111	I	A	117.205748306	2.588e-27	IA	1
107	111	I	B	115.5387707048	5.997e-27	IB	1
107	111	I	L	117.447350479	3.138e-26	IL	2
107	111	A	L	0.24160217299999	0.6231	AL	1
107	111	B	L	1.90857977420001	0.1671	BL	1
108	109	i	a	114.320296849	1.109e-26	ia	1
108	109	i	b	117.8975229948	1.826e-27	ib	1
108	109	i	l	118.0918936572	2.273e-26	il	2
108	109	i	I	2.83268699919995	0.2426	iI	2
108	109	a	l	3.7715968082	0.05213	al	1
108	109	a	A	4.05116085499998	0.1319	aA	2
108	109	b	l	0.194370662400019	0.6593	bl	1
108	109	b	B	2.16518567759999	0.3387	bB	2
108	109	l	L	2.18814382099998	0.3349	lL	2
108	109	I	A	115.5387707048	5.997e-27	IA	1
108	109	I	B	117.2300216732	2.556e-27	IB	1
108	109	I	L	117.447350479	3.138e-26	IL	2
108	109	A	L	1.90857977420001	0.1671	AL	1
108	109	B	L	0.217328805800008	0.6411	BL	1
108	110	i	a	131.3807184918	2.044e-30	ia	1
108	110	i	b	131.3807184918	2.044e-30	ib	1
108	110	i	l	131.3807184918	2.958e-29	il	2
108	110	i	I	3.16615612300001	0.2053	iI	2
108	110	a	l	0	1	al	1
108	110	a	A	4.09970084599999	0.1288	aA	2
108	110	b	l	0	1	bl	1
108	110	b	B	4.09970084599999	0.1288	bB	2
108	110	l	L	4.09970084599999	0.1288	lL	2
108	110	I	A	132.3142632148	1.277e-30	IA	1
108	110	I	B	132.3142632148	1.277e-30	IB	1
108	110	I	L	132.3142632148	1.855e-29	IL	2
108	110	A	L	0	1	AL	1
108	110	B	L	0	1	BL	1
108	111	i	a	131.3807184918	2.044e-30	ia	1
108	111	i	b	131.3807184918	2.044e-30	ib	1
108	111	i	l	131.3807184918	2.958e-29	il	2
108	111	i	I	3.16615612300001	0.2053	iI	2
108	111	a	l	0	1	al	1
108	111	a	A	4.09970084599999	0.1288	aA	2
108	111	b	l	0	1	bl	1
108	111	b	B	4.09970084599999	0.1288	bB	2
108	111	l	L	4.09970084599999	0.1288	lL	2
108	111	I	A	132.3142632148	1.277e-30	IA	1
108	111	I	B	132.3142632148	1.277e-30	IB	1
108	111	I	L	132.3142632148	1.855e-29	IL	2
108	111	A	L	0	1	AL	1
108	111	B	L	0	1	BL	1
109	110	i	a	117.8975229948	1.826e-27	ia	1
109	110	i	b	114.320296849	1.109e-26	ib	1
109	110	i	l	118.0918936572	2.273e-26	il	2
109	110	i	I	2.83268699919995	0.2426	iI	2
109	110	a	l	0.194370662400019	0.6593	al	1
109	110	a	A	2.14091231040001	0.3429	aA	2
109	110	b	l	3.7715968082	0.05213	bl	1
109	110	b	B	4.05116085499998	0.1319	bB	2
109	110	l	L	2.18814382099998	0.3349	lL	2
109	110	I	A	117.205748306	2.588e-27	IA	1
109	110	I	B	115.5387707048	5.997e-27	IB	1
109	110	I	L	117.447350479	3.138e-26	IL	2
109	110	A	L	0.24160217299999	0.6231	AL	1
109	110	B	L	1.90857977420001	0.1671	BL	1
109	111	i	a	117.8975229948	1.826e-27	ia	1
109	111	i	b	114.320296849	1.109e-26	ib	1
109	111	i	l	118.0918936572	2.273e-26	il	2
109	111	i	I	2.83268699919995	0.2426	iI	2
109	111	a	l	0.194370662400019	0.6593	al	1
109	111	a	A	2.14091231040001	0.3429	aA	2
109	111	b	l	3.7715968082	0.05213	bl	1
109	111	b	B	4.05116085499998	0.1319	bB	2
109	111	l	L	2.18814382099998	0.3349	lL	2
109	111	I	A	117.205748306	2.588e-27	IA	1
109	111	I	B	115.5387707048	5.997e-27	IB	1
109	111	I	L	117.447350479	3.138e-26	IL	2
109	111	A	L	0.24160217299999	0.6231	AL	1
109	111	B	L	1.90857977420001	0.1671	BL	1
110	111	i	a	131.3807184918	2.044e-30	ia	1
110	111	i	b	131.3807184918	2.044e-30	ib	1
110	111	i	l	131.3807184918	2.958e-29	il	2
110	111	i	I	3.16615612300001	0.2053	iI	2
110	111	a	l	0	1	al	1
110	111	a	A	4.09970084599999	0.1288	aA	2
110	111	b	l	0	1	bl	1
110	111	b	B	4.09970084599999	0.1288	bB	2
110	111	l	L	4.09970084599999	0.1288	lL	2
110	111	I	A	132.3142632148	1.277e-30	IA	1
110	111	I	B	132.3142632148	1.277e-30	IB	1
110	111	I	L	132.3142632148	1.855e-29	IL	2
110	111	A	L	0	1	AL	1
110	111	B	L	0	1	BL	1
112	113	i	a	164.6420434446	1.095e-37	ia	1
112	113	i	b	153.1674357712	3.521e-35	ib	1
112	113	i	l	164.6467086876	1.768e-36	il	2
112	113	i	I	32.3987344604	9.219e-08	iI	2
112	113	a	l	0.00466524300003357	0.9455	al	1
112	113	a	A	62.2543911994	3.031e-14	aA	2
112	113	b	l	11.4792729164	0.0007038	bl	1
112	113	b	B	18.237182078	0.0001096	bB	2
112	113	l	L	62.4520161018	2.746e-14	lL	2
112	113	I	A	194.4977001836	3.316e-44	IA	1
112	113	I	B	139.0058833888	4.391e-32	IB	1
112	113	I	L	194.699990329	5.265e-43	IL	2
112	113	A	L	0.202290145400013	0.6529	AL	1
112	113	B	L	55.6941069402	8.467e-14	BL	1
112	114	i	a	95.0588978904	1.848e-22	ia	1
112	114	i	b	68.7163853434	1.137e-16	ib	1
112	114	i	l	95.3129213496	2.009e-21	il	2
112	114	i	I	74.7471884656	5.873e-17	iI	2
112	114	a	l	0.254023459200027	0.6143	al	1
112	114	a	A	88.6963104974	5.493e-20	aA	2
112	114	b	l	26.5965360062	2.507e-07	bl	1
112	114	b	B	64.5932246556	9.414e-15	bB	2
112	114	l	L	89.1698661386	4.335e-20	lL	2
112	114	I	A	109.0080199222	1.616e-25	IA	1
112	114	I	B	58.5624215334	1.969e-14	IB	1
112	114	I	L	109.7355990226	1.483e-24	IL	2
112	114	A	L	0.727579100399964	0.3937	AL	1
112	114	B	L	51.1731774892	8.457e-13	BL	1
112	115	i	a	164.6420434446	1.095e-37	ia	1
112	115	i	b	153.1674357712	3.521e-35	ib	1
112	115	i	l	164.6467086876	1.768e-36	il	2
112	115	i	I	32.3987344604	9.219e-08	iI	2
112	115	a	l	0.00466524300003357	0.9455	al	1
112	115	a	A	62.2543911994	3.031e-14	aA	2
112	115	b	l	11.4792729164	0.0007038	bl	1
112	115	b	B	18.237182078	0.0001096	bB	2
112	115	l	L	62.4520161018	2.746e-14	lL	2
112	115	I	A	194.4977001836	3.316e-44	IA	1
112	115	I	B	139.0058833888	4.391e-32	IB	1
112	115	I	L	194.699990329	5.265e-43	IL	2
112	115	A	L	0.202290145400013	0.6529	AL	1
112	115	B	L	55.6941069402	8.467e-14	BL	1
112	116	i	a	164.6420434446	1.095e-37	ia	1
112	116	i	b	153.1674357712	3.521e-35	ib	1
112	116	i	l	164.6467086876	1.768e-36	il	2
112	116	i	I	32.3987344604	9.219e-08	iI	2
112	116	a	l	0.00466524300003357	0.9455	al	1
112	116	a	A	62.2543911994	3.031e-14	aA	2
112	116	b	l	11.4792729164	0.0007038	bl	1
112	116	b	B	18.237182078	0.0001096	bB	2
112	116	l	L	62.4520161018	2.746e-14	lL	2
112	116	I	A	194.4977001836	3.316e-44	IA	1
112	116	I	B	139.0058833888	4.391e-32	IB	1
112	116	I	L	194.699990329	5.265e-43	IL	2
112	116	A	L	0.202290145400013	0.6529	AL	1
112	116	B	L	55.6941069402	8.467e-14	BL	1
112	117	i	a	164.6420434446	1.095e-37	ia	1
112	117	i	b	153.1674357712	3.521e-35	ib	1
112	117	i	l	164.6467086876	1.768e-36	il	2
112	117	i	I	32.3987344604	9.219e-08	iI	2
112	117	a	l	0.00466524300003357	0.9455	al	1
112	117	a	A	62.2543911994	3.031e-14	aA	2
112	117	b	l	11.4792729164	0.0007038	bl	1
112	117	b	B	18.237182078	0.0001096	bB	2
112	117	l	L	62.4520161018	2.746e-14	lL	2
112	117	I	A	194.4977001836	3.316e-44	IA	1
112	117	I	B	139.0058833888	4.391e-32	IB	1
112	117	I	L	194.699990329	5.265e-43	IL	2
112	117	A	L	0.202290145400013	0.6529	AL	1
112	117	B	L	55.6941069402	8.467e-14	BL	1
112	118	i	a	200.4177642082	1.693e-45	ia	1
112	118	i	b	200.4177642082	1.693e-45	ib	1
112	118	i	l	200.4177642082	3.019e-44	il	2
112	118	i	I	25.184827409	3.398e-06	iI	2
112	118	a	l	0	1	al	1
112	118	a	A	61.5599627172	4.29e-14	aA	2
112	118	b	l	0	1	bl	1
112	118	b	B	61.5599627172	4.29e-14	bB	2
112	118	l	L	61.5599627172	4.29e-14	lL	2
112	118	I	A	236.7928995164	1.968e-53	IA	1
112	118	I	B	236.7928995164	1.968e-53	IB	1
112	118	I	L	236.7928995164	3.811e-52	IL	2
112	118	A	L	0	1	AL	1
112	118	B	L	0	1	BL	1
113	114	i	a	126.081160933	2.952e-29	ia	1
113	114	i	b	87.5872702742	8.064e-21	ib	1
113	114	i	l	126.0850010192	4.178e-28	il	2
113	114	i	I	82.0217922556	1.546e-18	iI	2
113	114	a	l	0.00384008620000031	0.9506	al	1
113	114	a	A	93.6830082902	4.539e-21	aA	2
113	114	b	l	38.497730745	5.482e-10	bl	1
113	114	b	B	62.8488534458	2.252e-14	bB	2
113	114	l	L	95.2511979552	2.072e-21	lL	2
113	114	I	A	137.7423769676	8.297e-32	IA	1
113	114	I	B	68.4143314644	1.325e-16	IB	1
113	114	I	L	139.3144067188	5.601e-31	IL	2
113	114	A	L	1.57202975120003	0.2099	AL	1
113	114	B	L	70.9000752544	3.758e-17	BL	1
113	115	i	a	221.8765640774	3.524e-50	ia	1
113	115	i	b	221.8765640774	3.524e-50	ib	1
113	115	i	l	221.8765640774	6.609e-49	il	2
113	115	i	I	38.7881038717999	3.778e-09	iI	2
113	115	a	l	0	1	al	1
113	115	a	A	75.580285525	3.872e-17	aA	2
113	115	b	l	0	1	bl	1
113	115	b	B	75.580285525	3.872e-17	bB	2
113	115	l	L	75.580285525	3.872e-17	lL	2
113	115	I	A	258.6687457306	3.347e-58	IA	1
113	115	I	B	258.6687457306	3.347e-58	IB	1
113	115	I	L	258.6687457306	6.773e-57	IL	2
113	115	A	L	0	1	AL	1
113	115	B	L	0	1	BL	1
113	116	i	a	221.8765640774	3.524e-50	ia	1
113	116	i	b	221.8765640774	3.524e-50	ib	1
113	116	i	l	221.8765640774	6.609e-49	il	2
113	116	i	I	38.7881038717999	3.778e-09	iI	2
113	116	a	l	0	1	al	1
113	116	a	A	75.580285525	3.872e-17	aA	2
