Event1	Event2	Model1	Model2	LRT	Pvalue	combinedModels	df
48	124	I	A	0.381448355000003	0.5368	IA	1
48	124	I	B	0	1	IB	1
48	124	I	L	0.381448355000003	0.8264	IL	2
48	124	A	L	0	1	AL	1
48	124	B	L	0.381448355000003	0.5368	BL	1
48	125	i	a	0.420982075600023	0.5164	ia	1
48	125	i	b	0	1	ib	1
48	125	i	l	0.420982075600023	0.8102	il	2
48	125	i	I	1.99742757480001	0.3684	iI	2
48	125	a	l	0	1	al	1
48	125	a	A	1.95789385419999	0.3757	aA	2
48	125	b	l	0.420982075600023	0.5164	bl	1
48	125	b	B	1.99742757480001	0.3684	bB	2
48	125	l	L	1.95789385419999	0.3757	lL	2
48	125	I	A	0.381448355000003	0.5368	IA	1
48	125	I	B	0	1	IB	1
48	125	I	L	0.381448355000003	0.8264	IL	2
48	125	A	L	0	1	AL	1
48	125	B	L	0.381448355000003	0.5368	BL	1
48	126	i	a	0.420982075600023	0.5164	ia	1
48	126	i	b	0	1	ib	1
48	126	i	l	0.420982075600023	0.8102	il	2
48	126	i	I	1.99742757480001	0.3684	iI	2
48	126	a	l	0	1	al	1
48	126	a	A	1.95789385419999	0.3757	aA	2
48	126	b	l	0.420982075600023	0.5164	bl	1
48	126	b	B	1.99742757480001	0.3684	bB	2
48	126	l	L	1.95789385419999	0.3757	lL	2
48	126	I	A	0.381448355000003	0.5368	IA	1
48	126	I	B	0	1	IB	1
48	126	I	L	0.381448355000003	0.8264	IL	2
48	126	A	L	0	1	AL	1
48	126	B	L	0.381448355000003	0.5368	BL	1
48	127	i	a	0.420982075600023	0.5164	ia	1
48	127	i	b	0	1	ib	1
48	127	i	l	0.420982075600023	0.8102	il	2
48	127	i	I	1.99742757480001	0.3684	iI	2
48	127	a	l	0	1	al	1
48	127	a	A	1.95789385419999	0.3757	aA	2
48	127	b	l	0.420982075600023	0.5164	bl	1
48	127	b	B	1.99742757480001	0.3684	bB	2
48	127	l	L	1.95789385419999	0.3757	lL	2
48	127	I	A	0.381448355000003	0.5368	IA	1
48	127	I	B	0	1	IB	1
48	127	I	L	0.381448355000003	0.8264	IL	2
48	127	A	L	0	1	AL	1
48	127	B	L	0.381448355000003	0.5368	BL	1
49	50	i	a	135.4262888002	2.664e-31	ia	1
49	50	i	b	135.4262888002	2.664e-31	ib	1
49	50	i	l	135.4262888002	3.913e-30	il	2
49	50	i	I	3.1671342336	0.2052	iI	2
49	50	a	l	0	1	al	1
49	50	a	A	27.5062553472	1.064e-06	aA	2
49	50	b	l	0	1	bl	1
49	50	b	B	27.5062553472	1.064e-06	bB	2
49	50	l	L	27.5062553472	1.064e-06	lL	2
49	50	I	A	159.7654099138	1.273e-36	IA	1
49	50	I	B	159.7654099138	1.273e-36	IB	1
49	50	I	L	159.7654099138	2.029e-35	IL	2
49	50	A	L	0	1	AL	1
49	50	B	L	0	1	BL	1
49	119	i	a	0.420982075399991	0.5164	ia	1
49	119	i	b	0	1	ib	1
49	119	i	l	0.420982075399991	0.8102	il	2
49	119	i	I	1.68510597	0.4306	iI	2
49	119	a	l	0	1	al	1
49	119	a	A	1.64555343640001	0.4392	aA	2
49	119	b	l	0.420982075399991	0.5164	bl	1
49	119	b	B	1.68510597	0.4306	bB	2
49	119	l	L	1.64555343640001	0.4392	lL	2
49	119	I	A	0.381429541800003	0.5368	IA	1
49	119	I	B	0	1	IB	1
49	119	I	L	0.381429541800003	0.8264	IL	2
49	119	A	L	0	1	AL	1
49	119	B	L	0.381429541800003	0.5368	BL	1
49	120	i	a	0.420982075399991	0.5164	ia	1
49	120	i	b	0	1	ib	1
49	120	i	l	0.420982075399991	0.8102	il	2
49	120	i	I	1.68510597	0.4306	iI	2
49	120	a	l	0	1	al	1
49	120	a	A	1.64555343640001	0.4392	aA	2
49	120	b	l	0.420982075399991	0.5164	bl	1
49	120	b	B	1.68510597	0.4306	bB	2
49	120	l	L	1.64555343640001	0.4392	lL	2
49	120	I	A	0.381429541800003	0.5368	IA	1
49	120	I	B	0	1	IB	1
49	120	I	L	0.381429541800003	0.8264	IL	2
49	120	A	L	0	1	AL	1
49	120	B	L	0.381429541800003	0.5368	BL	1
49	121	i	a	0.420982075399991	0.5164	ia	1
49	121	i	b	0	1	ib	1
49	121	i	l	0.420982075399991	0.8102	il	2
49	121	i	I	1.68510597	0.4306	iI	2
49	121	a	l	0	1	al	1
49	121	a	A	1.64555343640001	0.4392	aA	2
49	121	b	l	0.420982075399991	0.5164	bl	1
49	121	b	B	1.68510597	0.4306	bB	2
49	121	l	L	1.64555343640001	0.4392	lL	2
49	121	I	A	0.381429541800003	0.5368	IA	1
49	121	I	B	0	1	IB	1
49	121	I	L	0.381429541800003	0.8264	IL	2
49	121	A	L	0	1	AL	1
49	121	B	L	0.381429541800003	0.5368	BL	1
49	122	i	a	0.420982075399991	0.5164	ia	1
49	122	i	b	0	1	ib	1
49	122	i	l	0.420982075399991	0.8102	il	2
49	122	i	I	1.68510597	0.4306	iI	2
49	122	a	l	0	1	al	1
49	122	a	A	1.64555343640001	0.4392	aA	2
49	122	b	l	0.420982075399991	0.5164	bl	1
49	122	b	B	1.68510597	0.4306	bB	2
49	122	l	L	1.64555343640001	0.4392	lL	2
49	122	I	A	0.381429541800003	0.5368	IA	1
49	122	I	B	0	1	IB	1
49	122	I	L	0.381429541800003	0.8264	IL	2
49	122	A	L	0	1	AL	1
49	122	B	L	0.381429541800003	0.5368	BL	1
49	123	i	a	0.420982075399991	0.5164	ia	1
49	123	i	b	0	1	ib	1
49	123	i	l	0.420982075399991	0.8102	il	2
49	123	i	I	1.68510597	0.4306	iI	2
49	123	a	l	0	1	al	1
49	123	a	A	1.64555343640001	0.4392	aA	2
49	123	b	l	0.420982075399991	0.5164	bl	1
49	123	b	B	1.68510597	0.4306	bB	2
49	123	l	L	1.64555343640001	0.4392	lL	2
49	123	I	A	0.381429541800003	0.5368	IA	1
49	123	I	B	0	1	IB	1
49	123	I	L	0.381429541800003	0.8264	IL	2
49	123	A	L	0	1	AL	1
49	123	B	L	0.381429541800003	0.5368	BL	1
49	124	i	a	0.420982075399991	0.5164	ia	1
49	124	i	b	0	1	ib	1
49	124	i	l	0.420982075399991	0.8102	il	2
49	124	i	I	1.68510597	0.4306	iI	2
49	124	a	l	0	1	al	1
49	124	a	A	1.64555343640001	0.4392	aA	2
49	124	b	l	0.420982075399991	0.5164	bl	1
49	124	b	B	1.68510597	0.4306	bB	2
49	124	l	L	1.64555343640001	0.4392	lL	2
49	124	I	A	0.381429541800003	0.5368	IA	1
49	124	I	B	0	1	IB	1
49	124	I	L	0.381429541800003	0.8264	IL	2
49	124	A	L	0	1	AL	1
49	124	B	L	0.381429541800003	0.5368	BL	1
49	125	i	a	0.420982075399991	0.5164	ia	1
49	125	i	b	0	1	ib	1
49	125	i	l	0.420982075399991	0.8102	il	2
49	125	i	I	1.68510597	0.4306	iI	2
49	125	a	l	0	1	al	1
49	125	a	A	1.64555343640001	0.4392	aA	2
49	125	b	l	0.420982075399991	0.5164	bl	1
49	125	b	B	1.68510597	0.4306	bB	2
49	125	l	L	1.64555343640001	0.4392	lL	2
49	125	I	A	0.381429541800003	0.5368	IA	1
49	125	I	B	0	1	IB	1
49	125	I	L	0.381429541800003	0.8264	IL	2
49	125	A	L	0	1	AL	1
49	125	B	L	0.381429541800003	0.5368	BL	1
49	126	i	a	0.420982075399991	0.5164	ia	1
49	126	i	b	0	1	ib	1
49	126	i	l	0.420982075399991	0.8102	il	2
49	126	i	I	1.68510597	0.4306	iI	2
49	126	a	l	0	1	al	1
49	126	a	A	1.64555343640001	0.4392	aA	2
49	126	b	l	0.420982075399991	0.5164	bl	1
49	126	b	B	1.68510597	0.4306	bB	2
49	126	l	L	1.64555343640001	0.4392	lL	2
49	126	I	A	0.381429541800003	0.5368	IA	1
49	126	I	B	0	1	IB	1
49	126	I	L	0.381429541800003	0.8264	IL	2
49	126	A	L	0	1	AL	1
49	126	B	L	0.381429541800003	0.5368	BL	1
49	127	i	a	0.420982075399991	0.5164	ia	1
49	127	i	b	0	1	ib	1
49	127	i	l	0.420982075399991	0.8102	il	2
49	127	i	I	1.68510597	0.4306	iI	2
49	127	a	l	0	1	al	1
49	127	a	A	1.64555343640001	0.4392	aA	2
49	127	b	l	0.420982075399991	0.5164	bl	1
49	127	b	B	1.68510597	0.4306	bB	2
49	127	l	L	1.64555343640001	0.4392	lL	2
49	127	I	A	0.381429541800003	0.5368	IA	1
49	127	I	B	0	1	IB	1
49	127	I	L	0.381429541800003	0.8264	IL	2
49	127	A	L	0	1	AL	1
49	127	B	L	0.381429541800003	0.5368	BL	1
50	119	i	a	0.420982075399991	0.5164	ia	1
50	119	i	b	0	1	ib	1
50	119	i	l	0.420982075399991	0.8102	il	2
50	119	i	I	1.68510597	0.4306	iI	2
50	119	a	l	0	1	al	1
50	119	a	A	1.64555343640001	0.4392	aA	2
50	119	b	l	0.420982075399991	0.5164	bl	1
50	119	b	B	1.68510597	0.4306	bB	2
50	119	l	L	1.64555343640001	0.4392	lL	2
50	119	I	A	0.381429541800003	0.5368	IA	1
50	119	I	B	0	1	IB	1
50	119	I	L	0.381429541800003	0.8264	IL	2
50	119	A	L	0	1	AL	1
50	119	B	L	0.381429541800003	0.5368	BL	1
50	120	i	a	0.420982075399991	0.5164	ia	1
50	120	i	b	0	1	ib	1
50	120	i	l	0.420982075399991	0.8102	il	2
50	120	i	I	1.68510597	0.4306	iI	2
50	120	a	l	0	1	al	1
50	120	a	A	1.64555343640001	0.4392	aA	2
50	120	b	l	0.420982075399991	0.5164	bl	1
50	120	b	B	1.68510597	0.4306	bB	2
50	120	l	L	1.64555343640001	0.4392	lL	2
50	120	I	A	0.381429541800003	0.5368	IA	1
50	120	I	B	0	1	IB	1
50	120	I	L	0.381429541800003	0.8264	IL	2
50	120	A	L	0	1	AL	1
50	120	B	L	0.381429541800003	0.5368	BL	1
50	121	i	a	0.420982075399991	0.5164	ia	1
50	121	i	b	0	1	ib	1
50	121	i	l	0.420982075399991	0.8102	il	2
50	121	i	I	1.68510597	0.4306	iI	2
50	121	a	l	0	1	al	1
50	121	a	A	1.64555343640001	0.4392	aA	2
50	121	b	l	0.420982075399991	0.5164	bl	1
50	121	b	B	1.68510597	0.4306	bB	2
50	121	l	L	1.64555343640001	0.4392	lL	2
50	121	I	A	0.381429541800003	0.5368	IA	1
50	121	I	B	0	1	IB	1
50	121	I	L	0.381429541800003	0.8264	IL	2
50	121	A	L	0	1	AL	1
50	121	B	L	0.381429541800003	0.5368	BL	1
50	122	i	a	0.420982075399991	0.5164	ia	1
50	122	i	b	0	1	ib	1
50	122	i	l	0.420982075399991	0.8102	il	2
50	122	i	I	1.68510597	0.4306	iI	2
50	122	a	l	0	1	al	1
50	122	a	A	1.64555343640001	0.4392	aA	2
50	122	b	l	0.420982075399991	0.5164	bl	1
50	122	b	B	1.68510597	0.4306	bB	2
50	122	l	L	1.64555343640001	0.4392	lL	2
50	122	I	A	0.381429541800003	0.5368	IA	1
50	122	I	B	0	1	IB	1
50	122	I	L	0.381429541800003	0.8264	IL	2
50	122	A	L	0	1	AL	1
50	122	B	L	0.381429541800003	0.5368	BL	1
50	123	i	a	0.420982075399991	0.5164	ia	1
50	123	i	b	0	1	ib	1
50	123	i	l	0.420982075399991	0.8102	il	2
50	123	i	I	1.68510597	0.4306	iI	2
50	123	a	l	0	1	al	1
50	123	a	A	1.64555343640001	0.4392	aA	2
50	123	b	l	0.420982075399991	0.5164	bl	1
50	123	b	B	1.68510597	0.4306	bB	2
50	123	l	L	1.64555343640001	0.4392	lL	2
50	123	I	A	0.381429541800003	0.5368	IA	1
50	123	I	B	0	1	IB	1
50	123	I	L	0.381429541800003	0.8264	IL	2
50	123	A	L	0	1	AL	1
50	123	B	L	0.381429541800003	0.5368	BL	1
50	124	i	a	0.420982075399991	0.5164	ia	1
50	124	i	b	0	1	ib	1
50	124	i	l	0.420982075399991	0.8102	il	2
50	124	i	I	1.68510597	0.4306	iI	2
50	124	a	l	0	1	al	1
50	124	a	A	1.64555343640001	0.4392	aA	2
50	124	b	l	0.420982075399991	0.5164	bl	1
50	124	b	B	1.68510597	0.4306	bB	2
50	124	l	L	1.64555343640001	0.4392	lL	2
50	124	I	A	0.381429541800003	0.5368	IA	1
50	124	I	B	0	1	IB	1
50	124	I	L	0.381429541800003	0.8264	IL	2
50	124	A	L	0	1	AL	1
50	124	B	L	0.381429541800003	0.5368	BL	1
50	125	i	a	0.420982075399991	0.5164	ia	1
50	125	i	b	0	1	ib	1
50	125	i	l	0.420982075399991	0.8102	il	2
50	125	i	I	1.68510597	0.4306	iI	2
50	125	a	l	0	1	al	1
50	125	a	A	1.64555343640001	0.4392	aA	2
50	125	b	l	0.420982075399991	0.5164	bl	1
50	125	b	B	1.68510597	0.4306	bB	2
50	125	l	L	1.64555343640001	0.4392	lL	2
50	125	I	A	0.381429541800003	0.5368	IA	1
50	125	I	B	0	1	IB	1
50	125	I	L	0.381429541800003	0.8264	IL	2
50	125	A	L	0	1	AL	1
50	125	B	L	0.381429541800003	0.5368	BL	1
50	126	i	a	0.420982075399991	0.5164	ia	1
50	126	i	b	0	1	ib	1
50	126	i	l	0.420982075399991	0.8102	il	2
50	126	i	I	1.68510597	0.4306	iI	2
50	126	a	l	0	1	al	1
50	126	a	A	1.64555343640001	0.4392	aA	2
50	126	b	l	0.420982075399991	0.5164	bl	1
50	126	b	B	1.68510597	0.4306	bB	2
50	126	l	L	1.64555343640001	0.4392	lL	2
50	126	I	A	0.381429541800003	0.5368	IA	1
50	126	I	B	0	1	IB	1
50	126	I	L	0.381429541800003	0.8264	IL	2
50	126	A	L	0	1	AL	1
50	126	B	L	0.381429541800003	0.5368	BL	1
50	127	i	a	0.420982075399991	0.5164	ia	1
50	127	i	b	0	1	ib	1
50	127	i	l	0.420982075399991	0.8102	il	2
50	127	i	I	1.68510597	0.4306	iI	2
50	127	a	l	0	1	al	1
50	127	a	A	1.64555343640001	0.4392	aA	2
50	127	b	l	0.420982075399991	0.5164	bl	1
50	127	b	B	1.68510597	0.4306	bB	2
50	127	l	L	1.64555343640001	0.4392	lL	2
50	127	I	A	0.381429541800003	0.5368	IA	1
50	127	I	B	0	1	IB	1
50	127	I	L	0.381429541800003	0.8264	IL	2
50	127	A	L	0	1	AL	1
50	127	B	L	0.381429541800003	0.5368	BL	1
51	89	i	a	6.2800854946	0.01221	ia	1
51	89	i	b	2.8452097924	0.09165	ib	1
51	89	i	l	6.43066158159999	0.04014	il	2
51	89	i	I	0.673827688199992	0.714	iI	2
51	89	a	l	0.15057608699999	0.698	al	1
51	89	a	A	0.636869597200004	0.7273	aA	2
51	89	b	l	3.58545178919999	0.05829	bl	1
51	89	b	B	0.783351418600006	0.6759	bB	2
51	89	l	L	0.630095320200013	0.7298	lL	2
51	89	I	A	6.24312740360001	0.01247	IA	1
51	89	I	B	2.95473352280001	0.08563	IB	1
51	89	I	L	6.38692921360001	0.04103	IL	2
51	89	A	L	0.143801809999999	0.7045	AL	1
51	89	B	L	3.4321956908	0.06394	BL	1
51	90	i	a	6.2800854946	0.01221	ia	1
51	90	i	b	2.8452097924	0.09165	ib	1
51	90	i	l	6.43066158159999	0.04014	il	2
51	90	i	I	0.673827688199992	0.714	iI	2
51	90	a	l	0.15057608699999	0.698	al	1
51	90	a	A	0.636869597200004	0.7273	aA	2
51	90	b	l	3.58545178919999	0.05829	bl	1
51	90	b	B	0.783351418600006	0.6759	bB	2
51	90	l	L	0.630095320200013	0.7298	lL	2
51	90	I	A	6.24312740360001	0.01247	IA	1
51	90	I	B	2.95473352280001	0.08563	IB	1
51	90	I	L	6.38692921360001	0.04103	IL	2
51	90	A	L	0.143801809999999	0.7045	AL	1
51	90	B	L	3.4321956908	0.06394	BL	1
51	91	i	a	6.2800854946	0.01221	ia	1
51	91	i	b	2.8452097924	0.09165	ib	1
51	91	i	l	6.43066158159999	0.04014	il	2
51	91	i	I	0.673827688199992	0.714	iI	2
51	91	a	l	0.15057608699999	0.698	al	1
51	91	a	A	0.636869597200004	0.7273	aA	2
51	91	b	l	3.58545178919999	0.05829	bl	1
51	91	b	B	0.783351418600006	0.6759	bB	2
51	91	l	L	0.630095320200013	0.7298	lL	2
51	91	I	A	6.24312740360001	0.01247	IA	1
51	91	I	B	2.95473352280001	0.08563	IB	1
51	91	I	L	6.38692921360001	0.04103	IL	2
51	91	A	L	0.143801809999999	0.7045	AL	1
51	91	B	L	3.4321956908	0.06394	BL	1
51	92	i	a	6.2800854946	0.01221	ia	1
51	92	i	b	2.8452097924	0.09165	ib	1
51	92	i	l	6.43066158159999	0.04014	il	2
51	92	i	I	0.673827688199992	0.714	iI	2
51	92	a	l	0.15057608699999	0.698	al	1
51	92	a	A	0.636869597200004	0.7273	aA	2
51	92	b	l	3.58545178919999	0.05829	bl	1
51	92	b	B	0.783351418600006	0.6759	bB	2
51	92	l	L	0.630095320200013	0.7298	lL	2
51	92	I	A	6.24312740360001	0.01247	IA	1
51	92	I	B	2.95473352280001	0.08563	IB	1
51	92	I	L	6.38692921360001	0.04103	IL	2
51	92	A	L	0.143801809999999	0.7045	AL	1
51	92	B	L	3.4321956908	0.06394	BL	1
57	58	i	a	12.682735166	0.000369	ia	1
57	58	i	b	12.682735166	0.000369	ib	1
57	58	i	l	12.682735166	0.001762	il	2
57	58	i	I	0.0647769512000025	0.9681	iI	2
57	58	a	l	0	1	al	1
57	58	a	A	0.0332657644000012	0.9835	aA	2
57	58	b	l	0	1	bl	1
57	58	b	B	0.0332657644000012	0.9835	bB	2
57	58	l	L	0.0332657644000012	0.9835	lL	2
57	58	I	A	12.6512239792	0.0003753	IA	1
57	58	I	B	12.6512239792	0.0003753	IB	1
57	58	I	L	12.6512239792	0.00179	IL	2
57	58	A	L	0	1	AL	1
57	58	B	L	0	1	BL	1
57	60	i	a	6.6665764224	0.009824	ia	1
57	60	i	b	3.7171552102	0.05386	ib	1
57	60	i	l	6.99915580539999	0.03021	il	2
57	60	i	I	3.0263575008	0.2202	iI	2
57	60	a	l	0.332579382999995	0.5641	al	1
57	60	a	A	2.62668615060001	0.2689	aA	2
57	60	b	l	3.28200059519999	0.07004	bl	1
57	60	b	B	2.993062361	0.2239	bB	2
57	60	l	L	2.63335445680001	0.268	lL	2
57	60	I	A	6.2669050722	0.0123	IA	1
57	60	I	B	3.6838600704	0.05494	IB	1
57	60	I	L	6.6061527614	0.03677	IL	2
57	60	A	L	0.339247689199993	0.5603	AL	1
57	60	B	L	2.922292691	0.08736	BL	1
58	60	i	a	6.6665764224	0.009824	ia	1
58	60	i	b	3.7171552102	0.05386	ib	1
58	60	i	l	6.99915580539999	0.03021	il	2
58	60	i	I	3.0263575008	0.2202	iI	2
58	60	a	l	0.332579382999995	0.5641	al	1
58	60	a	A	2.62668615060001	0.2689	aA	2
58	60	b	l	3.28200059519999	0.07004	bl	1
58	60	b	B	2.993062361	0.2239	bB	2
58	60	l	L	2.63335445680001	0.268	lL	2
58	60	I	A	6.2669050722	0.0123	IA	1
58	60	I	B	3.6838600704	0.05494	IB	1
58	60	I	L	6.6061527614	0.03677	IL	2
58	60	A	L	0.339247689199993	0.5603	AL	1
58	60	B	L	2.922292691	0.08736	BL	1
59	85	i	a	2.21622761219999	0.1366	ia	1
59	85	i	b	1.53176361980002	0.2158	ib	1
59	85	i	l	2.6026838926	0.2722	il	2
59	85	i	I	1.57518695620001	0.4549	iI	2
59	85	a	l	0.386456280400012	0.5342	al	1
59	85	a	A	1.79759933500003	0.4071	aA	2
59	85	b	l	1.07092027279998	0.3007	bl	1
59	85	b	B	1.53441403559998	0.4643	bB	2
59	85	l	L	1.78478362099997	0.4097	lL	2
59	85	I	A	2.438639991	0.1184	IA	1
59	85	I	B	1.49099069919998	0.2221	IB	1
59	85	I	L	2.81228055739996	0.2451	IL	2
59	85	A	L	0.373640566399956	0.541	AL	1
59	85	B	L	1.32128985819998	0.2504	BL	1
59	88	i	a	2.21622761219999	0.1366	ia	1
59	88	i	b	1.53176361980002	0.2158	ib	1
59	88	i	l	2.6026838926	0.2722	il	2
59	88	i	I	1.57518695620001	0.4549	iI	2
59	88	a	l	0.386456280400012	0.5342	al	1
59	88	a	A	1.79759933500003	0.4071	aA	2
59	88	b	l	1.07092027279998	0.3007	bl	1
59	88	b	B	1.53441403559998	0.4643	bB	2
59	88	l	L	1.78478362099997	0.4097	lL	2
59	88	I	A	2.438639991	0.1184	IA	1
59	88	I	B	1.49099069919998	0.2221	IB	1
59	88	I	L	2.81228055739996	0.2451	IL	2
59	88	A	L	0.373640566399956	0.541	AL	1
59	88	B	L	1.32128985819998	0.2504	BL	1
59	112	i	a	13.9083975618	0.0001919	ia	1
59	112	i	b	4.62490379259998	0.03151	ib	1
59	112	i	l	14.1760901372	0.000835	il	2
59	112	i	I	13.826265967	0.0009946	iI	2
59	112	a	l	0.267692575400019	0.6049	al	1
59	112	a	A	6.89477875200004	0.03183	aA	2
59	112	b	l	9.55118634460001	0.001998	bl	1
59	112	b	B	12.7432764554	0.001709	bB	2
59	112	l	L	7.337218081	0.02551	lL	2
59	112	I	A	6.97691034680003	0.008257	IA	1
59	112	I	B	3.541914281	0.05984	IB	1
59	112	I	L	7.68704225120001	0.02142	IL	2
59	112	A	L	0.710131904399987	0.3994	AL	1
59	112	B	L	4.14512797020001	0.04175	BL	1
59	113	i	a	16.8135796948	4.124e-05	ia	1
59	113	i	b	3.80923808279999	0.05097	ib	1
59	113	i	l	17.3033439758	0.0001748	il	2
59	113	i	I	20.6493665052	3.281e-05	iI	2
59	113	a	l	0.489764280999964	0.484	al	1
59	113	a	A	11.1057553948	0.003876	aA	2
59	113	b	l	13.494105893	0.0002393	bl	1
59	113	b	B	19.5288065866	5.746e-05	bB	2
59	113	l	L	11.757350351	0.002798	lL	2
59	113	I	A	7.26996858440003	0.007012	IA	1
59	113	I	B	2.68867816420004	0.1011	IB	1
59	113	I	L	8.41132782160003	0.01491	IL	2
59	113	A	L	1.14135923719999	0.2854	AL	1
59	113	B	L	5.72264965739998	0.01675	BL	1
59	115	i	a	16.8135796948	4.124e-05	ia	1
59	115	i	b	3.80923808279999	0.05097	ib	1
59	115	i	l	17.3033439758	0.0001748	il	2
59	115	i	I	20.6493665052	3.281e-05	iI	2
59	115	a	l	0.489764280999964	0.484	al	1
59	115	a	A	11.1057553948	0.003876	aA	2
59	115	b	l	13.494105893	0.0002393	bl	1
59	115	b	B	19.5288065866	5.746e-05	bB	2
59	115	l	L	11.757350351	0.002798	lL	2
59	115	I	A	7.26996858440003	0.007012	IA	1
59	115	I	B	2.68867816420004	0.1011	IB	1
59	115	I	L	8.41132782160003	0.01491	IL	2
59	115	A	L	1.14135923719999	0.2854	AL	1
59	115	B	L	5.72264965739998	0.01675	BL	1
59	116	i	a	16.8135796948	4.124e-05	ia	1
59	116	i	b	3.80923808279999	0.05097	ib	1
59	116	i	l	17.3033439758	0.0001748	il	2
59	116	i	I	20.6493665052	3.281e-05	iI	2
59	116	a	l	0.489764280999964	0.484	al	1
59	116	a	A	11.1057553948	0.003876	aA	2
59	116	b	l	13.494105893	0.0002393	bl	1
59	116	b	B	19.5288065866	5.746e-05	bB	2
59	116	l	L	11.757350351	0.002798	lL	2
59	116	I	A	7.26996858440003	0.007012	IA	1
59	116	I	B	2.68867816420004	0.1011	IB	1
59	116	I	L	8.41132782160003	0.01491	IL	2
59	116	A	L	1.14135923719999	0.2854	AL	1
59	116	B	L	5.72264965739998	0.01675	BL	1
59	117	i	a	16.8135796948	4.124e-05	ia	1
59	117	i	b	3.80923808279999	0.05097	ib	1
59	117	i	l	17.3033439758	0.0001748	il	2
59	117	i	I	20.6493665052	3.281e-05	iI	2
59	117	a	l	0.489764280999964	0.484	al	1
59	117	a	A	11.1057553948	0.003876	aA	2
59	117	b	l	13.494105893	0.0002393	bl	1
59	117	b	B	19.5288065866	5.746e-05	bB	2
59	117	l	L	11.757350351	0.002798	lL	2
59	117	I	A	7.26996858440003	0.007012	IA	1
59	117	I	B	2.68867816420004	0.1011	IB	1
59	117	I	L	8.41132782160003	0.01491	IL	2
59	117	A	L	1.14135923719999	0.2854	AL	1
59	117	B	L	5.72264965739998	0.01675	BL	1
59	118	i	a	13.9083975618	0.0001919	ia	1
59	118	i	b	4.62490379259998	0.03151	ib	1
59	118	i	l	14.1760901372	0.000835	il	2
59	118	i	I	13.826265967	0.0009946	iI	2
59	118	a	l	0.267692575400019	0.6049	al	1
59	118	a	A	6.89477875200004	0.03183	aA	2
59	118	b	l	9.55118634460001	0.001998	bl	1
59	118	b	B	12.7432764554	0.001709	bB	2
59	118	l	L	7.337218081	0.02551	lL	2
59	118	I	A	6.97691034680003	0.008257	IA	1
59	118	I	B	3.541914281	0.05984	IB	1
59	118	I	L	7.68704225120001	0.02142	IL	2
59	118	A	L	0.710131904399987	0.3994	AL	1
59	118	B	L	4.14512797020001	0.04175	BL	1
61	62	i	a	11.1075295402	0.0008598	ia	1
61	62	i	b	11.1075295402	0.0008598	ib	1
61	62	i	l	11.1075295402	0.003873	il	2
61	62	i	I	0.193316191000001	0.9079	iI	2
61	62	a	l	0	1	al	1
61	62	a	A	0.0976373248000009	0.9524	aA	2
61	62	b	l	0	1	bl	1
61	62	b	B	0.0976373248000009	0.9524	bB	2
61	62	l	L	0.0976373248000009	0.9524	lL	2
61	62	I	A	11.011850674	0.0009053	IA	1
61	62	I	B	11.011850674	0.0009053	IB	1
61	62	I	L	11.011850674	0.004063	IL	2
61	62	A	L	0	1	AL	1
61	62	B	L	0	1	BL	1
61	78	i	a	8.3368373604	0.003885	ia	1
61	78	i	b	6.8260451022	0.008984	ib	1
61	78	i	l	8.390776738	0.01506	il	2
61	78	i	I	0.410738781399999	0.8143	iI	2
61	78	a	l	0.0539393776000026	0.8163	al	1
61	78	a	A	0.250124984399999	0.8824	aA	2
61	78	b	l	1.5647316358	0.211	bl	1
61	78	b	B	0.319583142199999	0.8523	bB	2
61	78	l	L	0.252866006999998	0.8812	lL	2
61	78	I	A	8.1762235634	0.004244	IA	1
61	78	I	B	6.734889463	0.009455	IB	1
61	78	I	L	8.2329039636	0.0163	IL	2
61	78	A	L	0.0566804002000012	0.8118	AL	1
61	78	B	L	1.4980145006	0.221	BL	1
62	78	i	a	8.3368373604	0.003885	ia	1
62	78	i	b	6.8260451022	0.008984	ib	1
62	78	i	l	8.390776738	0.01506	il	2
62	78	i	I	0.410738781399999	0.8143	iI	2
62	78	a	l	0.0539393776000026	0.8163	al	1
62	78	a	A	0.250124984399999	0.8824	aA	2
62	78	b	l	1.5647316358	0.211	bl	1
62	78	b	B	0.319583142199999	0.8523	bB	2
62	78	l	L	0.252866006999998	0.8812	lL	2
62	78	I	A	8.1762235634	0.004244	IA	1
62	78	I	B	6.734889463	0.009455	IB	1
62	78	I	L	8.2329039636	0.0163	IL	2
62	78	A	L	0.0566804002000012	0.8118	AL	1
62	78	B	L	1.4980145006	0.221	BL	1
63	64	i	a	109.3005384046	1.395e-25	ia	1
63	64	i	b	109.3005384046	1.395e-25	ib	1
63	64	i	l	109.3005384046	1.844e-24	il	2
63	64	i	I	1.46367059579998	0.481	iI	2
63	64	a	l	0	1	al	1
63	64	a	A	5.1274012384	0.07702	aA	2
63	64	b	l	0	1	bl	1
63	64	b	B	5.1274012384	0.07702	bB	2
63	64	l	L	5.1274012384	0.07702	lL	2
63	64	I	A	112.9642690472	2.197e-26	IA	1
63	64	I	B	112.9642690472	2.197e-26	IB	1
63	64	I	L	112.9642690472	2.952e-25	IL	2
63	64	A	L	0	1	AL	1
63	64	B	L	0	1	BL	1
63	65	i	a	109.3005384046	1.395e-25	ia	1
63	65	i	b	109.3005384046	1.395e-25	ib	1
